carat,depth,price,x,y,z,class
0.91,61.6,3743,6.14,6.1,3.77,1
0.91,63,3743,6.15,6.05,3.84,2
1.03,57.2,3743,6.66,6.63,3.8,2
0.9,64.9,3743,6.12,6.18,3.99,1
1.03,66.4,3743,6.31,6.19,4.15,2
0.92,61.8,3744,6.11,6.19,3.8,1
0.78,61.7,3744,5.89,5.94,3.65,3
0.93,59.2,3744,6.36,6.38,3.77,2
1.02,63.3,3745,6.38,6.42,4.05,3
1.13,62.2,3745,6.69,6.65,4.15,2
1.1,59.8,3745,6.7,6.65,3.99,3
1.1,61.8,3745,6.65,6.61,4.1,3
1.52,67.7,3745,7.07,7,4.76,2
0.91,62.6,3746,6.14,6.09,3.83,3
0.9,60.4,3746,6.23,6.28,3.78,3
0.72,60.9,3746,5.77,5.83,3.53,3
0.93,63,3746,6.16,6.18,3.89,1
1.13,61.2,3746,6.77,6.66,4.11,1
0.91,58.2,3746,6.58,6.41,3.77,3
0.91,63.3,3746,6.22,6.14,3.91,3
0.74,61.7,3746,5.85,5.79,3.59,2
0.91,62.2,3746,6.17,6.14,3.83,3
0.91,62.4,3746,6.22,6.18,3.87,3
0.91,58,3747,6.32,6.38,3.68,2
0.9,62.5,3748,6.09,6.13,3.82,1
0.71,61.5,3748,5.78,5.75,3.55,1
0.92,62.6,3749,6.19,6.23,3.89,3
1.01,62.9,3749,6.35,6.4,4.01,3
1.01,61.7,3749,6.34,6.4,3.93,2
1.03,61.9,3749,6.53,6.49,4.03,3
0.63,60.9,3749,5.53,5.57,3.38,3
1.03,66.3,3749,6.35,6.25,4.18,2
1.03,62.7,3749,6.43,6.38,4.02,2
1.03,61.1,3749,6.49,6.44,3.95,3
1.03,62,3749,6.47,6.41,4,2
1.03,62,3749,6.46,6.41,3.99,2
0.9,63.8,3750,5.99,5.92,3.8,3
1.08,60.1,3750,6.75,6.69,4.04,2
0.3,60.5,573,4.3,4.36,2.62,3
0.33,61.7,573,4.44,4.47,2.75,2
0.4,62.6,573,4.73,4.76,2.97,1
0.4,62.4,573,4.71,4.75,2.95,1
0.4,62.1,573,4.75,4.78,2.96,1
0.4,61.8,573,4.74,4.78,2.94,2
0.31,61.4,573,4.44,4.36,2.7,2
0.31,59,573,4.44,4.4,2.61,2
0.31,62.3,573,4.36,4.34,2.71,2
0.31,61.1,573,4.39,4.35,2.67,2
0.31,63.6,573,4.33,4.32,2.75,2
0.31,62.4,573,4.34,4.32,2.7,2
0.31,61.1,573,4.35,4.32,2.65,2
0.31,62.7,573,4.38,4.33,2.73,2
0.31,60.5,573,4.4,4.33,2.64,2
0.31,63.1,573,4.34,4.31,2.73,2
0.3,60.2,574,4.4,4.37,2.64,2
0.31,61.4,574,4.35,4.38,2.68,1
0.31,61.4,574,4.34,4.37,2.67,1
0.34,62.8,574,4.46,4.43,2.79,1
0.34,63.3,574,4.48,4.46,2.83,3
0.34,60,574,4.58,4.55,2.74,3
0.34,61.7,574,4.48,4.44,2.75,3
0.34,63,574,4.47,4.45,2.81,3
0.3,62.6,574,4.34,4.25,2.69,1
0.3,61.6,574,4.28,4.26,2.63,1
0.3,63.8,574,4.3,4.26,2.73,1
0.3,61.4,574,4.35,4.31,2.66,1
0.3,59.8,574,4.37,4.32,2.6,1
0.3,59.7,574,4.39,4.35,2.61,1
0.77,61.9,3750,5.91,5.94,3.66,3
0.95,59.7,3750,6.41,6.45,3.84,3
0.9,65.7,3750,5.96,5.92,3.9,3
0.93,61.8,3750,6.27,6.23,3.86,2
0.9,65.7,3750,6.03,5.99,3.95,3
1.01,62.9,3750,6.39,6.33,4,1
0.93,64.6,3750,6.13,6.07,3.94,2
0.91,63.8,3751,6.05,6.09,3.87,1
1.25,59.8,3751,7.02,6.96,4.18,3
0.92,61.5,3751,6.26,6.19,3.83,1
0.91,62.2,3751,6.22,6.18,3.86,2
0.9,65.7,3751,6.06,5.94,3.94,2
0.9,63.3,3752,6.08,6.11,3.86,1
0.9,63.8,3752,6.04,6.13,3.88,1
0.7,61.4,3752,5.72,5.76,3.52,2
0.9,60,3752,6.19,6.22,3.72,1
1,57.9,3752,6.65,6.51,3.8,1
1,61,3752,6.4,6.33,3.89,1
1.06,62,3754,6.45,6.53,4.04,3
1.02,65.5,3754,6.27,6.24,4.1,3
1.02,62.5,3754,6.47,6.4,4.02,3
0.9,64.1,3755,6.04,6.07,3.88,2
0.9,63.6,3755,6.03,6.07,3.85,2
1.14,61.7,3755,6.67,6.7,4.13,3
1.03,63,3755,6.35,6.39,4.01,1
1.02,62.9,3755,6.34,6.41,4.01,3
0.77,61.8,3755,5.9,5.84,3.63,2
0.91,62.7,3756,6.19,6.26,3.9,1
0.91,63.3,3756,6.11,6.06,3.85,2
0.81,61.7,3756,5.97,6.02,3.7,3
1.01,59.5,3756,6.42,6.46,3.83,3
0.86,64.6,3756,5.95,6.04,3.87,1
0.73,61.7,3758,5.77,5.8,3.57,1
0.94,60.4,3758,6.37,6.34,3.84,1
0.61,61.7,3758,5.47,5.42,3.36,2
0.72,61.6,3759,5.76,5.79,3.56,3
0.72,61.5,3759,5.77,5.8,3.56,3
0.72,60.7,3759,5.79,5.87,3.54,3
0.72,61.7,3759,5.75,5.78,3.56,3
0.72,61.4,3759,5.75,5.79,3.54,3
0.72,61,3759,5.77,5.81,3.53,3
0.72,61.3,3759,5.74,5.78,3.54,3
0.72,61.5,3759,5.74,5.77,3.53,3
0.72,60.5,3759,5.82,5.85,3.53,3
0.71,60.3,3760,5.8,5.87,3.52,1
0.79,62.1,3760,5.89,5.93,3.67,1
1.09,59.4,3760,6.74,6.65,3.98,1
0.74,60.9,3760,5.83,5.85,3.56,2
1.01,60.5,3761,6.47,6.42,3.9,2
0.72,62.1,3762,5.72,5.78,3.57,3
0.91,62.7,3762,6.14,6.18,3.86,2
1.04,60.4,3762,6.55,6.6,3.97,3
0.92,62.9,3763,6.18,6.22,3.9,3
0.91,62.9,3763,6.14,6.17,3.87,1
0.91,63.4,3763,6.2,6.14,3.91,1
0.7,61.6,3763,5.69,5.73,3.52,1
0.78,61.9,3763,5.88,5.94,3.66,2
0.92,61.5,3763,6.27,6.32,3.87,3
0.91,60.3,3763,6.26,6.34,3.8,3
0.91,64.7,3763,6.02,6.04,3.9,2
1,64.6,3763,6.33,6.27,4.07,1
1,57.7,3763,6.59,6.55,3.79,1
1,65.3,3763,6.34,6.25,4.11,2
1,60.3,3763,6.46,6.41,3.88,2
1,60.7,3763,6.45,6.38,3.9,1
1,64,3763,6.34,6.28,4.04,2
1.2,58.6,3763,7.01,6.96,4.09,2
1.12,61.4,3763,6.69,6.66,4.1,2
1,60.1,3763,6.5,6.47,3.9,2
1,69,3763,6.01,5.94,4.12,1
1,63.2,3763,6.4,6.32,4.02,1
0.91,62.6,3763,6.21,6.16,3.87,1
1.22,64.7,3763,6.75,6.68,4.34,1
1,63.5,3763,6.37,6.3,4.02,1
0.9,62.8,3764,6.19,6.23,3.9,2
1.51,65.6,3765,7.16,7,4.66,2
1.03,65.6,3765,6.3,6.26,4.12,1
0.93,63.1,3766,6.19,6.21,3.91,2
0.85,62.1,3766,6.05,6.1,3.77,1
1.01,59.6,3767,6.56,6.5,3.89,2
0.76,60.6,3767,5.94,5.85,3.57,1
1,65.6,3767,6.1,6.01,3.97,2
1.01,64,3768,6.25,6.32,4.02,3
1.01,63.1,3768,6.34,6.38,4.01,3
0.96,62.7,3768,6.27,6.24,3.92,2
1.02,61.4,3769,6.42,6.47,3.96,2
1.02,63.4,3769,6.37,6.4,4.05,2
1.02,59.2,3769,6.57,6.54,3.88,2
1,58.7,3769,6.5,6.52,3.82,3
0.9,58,3770,6.34,6.41,3.7,3
0.9,62,3770,6.14,6.16,3.81,3
0.9,61.4,3770,6.11,6.2,3.78,3
0.9,61.5,3770,6.2,6.23,3.82,3
1.01,62.1,3770,6.41,6.45,3.99,2
0.9,60.8,3770,6.22,6.25,3.79,2
0.9,61.5,3770,6.24,6.18,3.82,2
1.02,57.9,3770,6.75,6.68,3.89,2
0.91,63.4,3771,6.18,6.1,3.89,2
0.91,63,3772,6.12,6.16,3.87,1
0.9,61.7,3772,6.21,6.26,3.85,2
0.91,62.6,3772,6.13,6.18,3.85,1
0.71,61.8,3772,5.7,5.75,3.54,1
1.02,58.9,3773,6.54,6.59,3.87,2
0.71,61.9,3773,5.68,5.72,3.53,1
1.04,62,3774,6.53,6.47,4.03,2
1.04,62,3774,6.53,6.47,4.03,2
0.83,61.8,3774,6,6.03,3.72,2
1.29,58.2,3774,7.11,7.15,4.15,3
0.9,62.9,3774,6.11,6.02,3.82,1
0.9,60.6,3774,6.21,6.16,3.75,1
0.91,62.5,3774,6.16,6.19,3.86,1
0.83,62,3774,6.02,6.05,3.74,2
0.83,62,3774,6.03,6.07,3.75,3
0.9,61.3,3774,6.17,6.14,3.77,1
0.9,62.7,3774,6.14,6.1,3.84,1
0.9,63.8,3774,6.09,6.05,3.87,1
0.8,61.1,3774,6.02,5.96,3.66,2
0.9,62.7,3774,6.13,6.08,3.83,1
0.83,61.6,3775,6.03,6.05,3.72,1
0.9,63.6,3775,6.14,6.09,3.89,2
1.07,60.8,3775,6.61,6.57,4.01,3
1.07,60,3775,6.6,6.56,3.95,2
0.91,62.7,3776,6.05,6,3.78,1
0.91,63.5,3776,6.05,6.1,3.86,1
1.06,61.4,3777,6.57,6.63,4.05,2
0.73,62.4,3777,5.71,5.79,3.59,1
1.01,61.3,3777,6.4,6.35,3.91,3
0.71,62.7,3779,5.73,5.62,3.56,1
0.9,62.7,3780,6.11,6.13,3.84,3
0.9,62.9,3780,6.08,6.13,3.84,3
0.9,61.3,3780,6.08,6.13,3.74,3
0.73,62,3780,5.73,5.79,3.57,1
1.04,63.1,3780,6.39,6.33,4.01,2
1.04,58.3,3780,6.67,6.63,3.88,2
1,63.8,3780,6.34,6.27,4.02,3
1.04,60.3,3780,6.6,6.55,3.96,1
1,62.8,3780,6.37,6.27,3.97,3
1,64.7,3780,6.35,6.3,4.09,3
1,62.5,3780,6.38,6.3,3.96,2
0.9,60.3,3780,6.27,6.23,3.77,1
0.9,59.8,3780,6.21,6.17,3.7,2
0.72,60.9,3780,5.83,5.77,3.53,3
1,60.8,3780,6.44,6.39,3.9,3
1,61.6,3780,6.41,6.34,3.93,2
0.9,62.7,3780,6.16,6.09,3.84,3
1.04,65.8,3780,6.32,6.25,4.13,2
1.5,62.4,3780,7.37,7.19,4.54,2
0.82,61.4,3781,6.01,6.05,3.71,2
0.91,62.3,3781,6.22,6.14,3.85,2
0.91,63.8,3781,6.09,6.04,3.87,2
1.2,61.7,3782,6.85,6.79,4.21,3
1.01,62.3,3782,6.39,6.32,3.96,2
1.01,62.8,3782,6.4,6.34,4,2
1.07,61.6,3783,6.57,6.59,4.05,3
0.73,61,3783,5.82,5.86,3.56,1
0.69,61.6,3784,5.69,5.71,3.51,3
0.73,62.3,3785,5.77,5.79,3.6,2
0.92,59.6,3785,6.28,6.34,3.76,2
1.02,60.7,3786,6.54,6.57,3.98,2
1.02,63.6,3786,6.37,6.4,4.06,2
0.77,61.7,3786,5.89,5.91,3.64,1
1.04,60.5,3786,6.55,6.51,3.95,2
0.77,59.6,3787,6.01,6.03,3.59,2
0.9,63.2,3787,6.05,6.1,3.84,1
0.9,62.4,3787,6.1,6.17,3.83,3
1.16,62.1,3787,6.74,6.63,4.15,3
0.85,60.1,3787,6.17,6.18,3.71,1
0.9,62.6,3787,6.01,6.06,3.78,3
1.02,65.3,3787,6.33,6.22,4.1,1
0.92,63.7,3787,6.13,6.08,3.89,3
0.92,62.1,3787,6.26,6.21,3.87,3
0.92,61.8,3787,6.23,6.19,3.84,3
0.7,61.2,3788,5.69,5.75,3.5,2
1,62.7,3788,6.35,6.41,4,3
1.23,61.6,3788,6.91,6.88,4.25,1
1,62.7,3789,6.3,6.36,3.97,3
1,61.7,3789,6.32,6.36,3.91,3
0.9,64,3789,6.06,6.11,3.9,2
1.01,63,3790,6.39,6.34,4.01,3
1.01,60.7,3790,6.52,6.49,3.95,2
1,60.3,3790,6.49,6.44,3.9,3
1.01,61.9,3790,6.42,6.37,3.96,2
1.24,63.1,3791,6.79,6.74,4.27,3
0.59,62.3,3791,5.36,5.39,3.35,2
1.01,59.2,3792,6.52,6.62,3.89,2
1.01,61.4,3792,6.33,6.38,3.9,2
0.9,63.9,3792,6.01,5.97,3.83,1
1.14,62.4,3792,6.7,6.62,4.16,3
1.01,62.7,3793,6.42,6.44,4.03,3
0.8,61.2,3793,6.01,5.98,3.67,3
1.19,60.3,3794,6.83,6.93,4.15,2
1.12,60.9,3794,6.59,6.65,4.03,1
0.9,62.3,3794,6.16,6.19,3.85,2
0.82,60.4,3795,6.06,6.09,3.67,1
0.72,61.7,3795,5.73,5.77,3.55,3
1.21,63.3,3795,6.72,6.67,4.24,1
1.03,63.7,3795,6.42,6.35,4.07,3
0.9,63.9,3795,6.12,6.08,3.9,1
1.01,62.7,3796,6.32,6.43,4,1
1.02,59.3,3796,6.56,6.62,3.91,3
0.91,64,3796,6.06,6.09,3.89,2
0.79,63.1,3796,5.88,5.84,3.7,1
0.9,61.9,3796,6.19,6.24,3.85,3
0.73,61.2,3797,5.79,5.84,3.56,3
0.73,61.4,3797,5.8,5.83,3.57,3
1.13,60.4,3797,6.78,6.7,4.07,2
1.13,62,3797,6.7,6.66,4.14,1
0.72,60.5,3798,5.82,5.85,3.53,1
0.79,58.8,3798,6.03,6.08,3.56,2
0.9,62.5,3798,6.12,6.16,3.84,2
0.82,61.5,3798,6.01,6.05,3.71,3
0.9,60.9,3798,6.2,6.24,3.79,2
0.9,59.5,3798,6.2,6.23,3.7,2
0.71,62.3,3799,5.65,5.71,3.54,2
1,64.1,3799,6.35,6.26,4.04,3
0.71,61.9,3799,5.66,5.72,3.53,3
1,63.2,3799,6.31,6.25,3.97,3
1.06,60.4,3799,6.64,6.58,3.99,2
0.92,60.6,3800,6.28,6.33,3.82,2
1.16,62.4,3800,6.76,6.69,4.2,2
0.91,62.2,3800,6.2,6.24,3.87,1
0.9,62.3,3800,6.17,6.12,3.83,1
0.78,63.2,3800,5.87,5.81,3.69,2
0.9,63.8,3800,6.12,6.05,3.88,1
1.01,60.4,3801,6.53,6.49,3.93,1
0.9,64,3801,6.04,6.08,3.88,1
1.01,59.5,3801,6.59,6.53,3.9,1
0.71,62.1,3801,5.7,5.73,3.55,2
1,63.4,3801,6.28,6.33,4,3
1.01,60,3801,6.48,6.38,3.86,1
1.01,61.6,3801,6.5,6.45,3.99,3
1.01,64.9,3801,6.29,6.2,4.07,2
1.01,61.8,3801,6.35,6.29,3.9,1
1.01,63.4,3801,6.43,6.34,4.05,1
1.02,65.5,3802,6.19,6.24,4.07,2
0.93,61.7,3802,6.25,6.2,3.84,1
0.97,61.6,3802,6.39,6.36,3.93,2
0.9,61.8,3803,6.13,6.14,3.79,3
0.9,59.9,3803,6.32,6.27,3.77,3
0.9,58.9,3803,6.31,6.26,3.7,3
0.85,60.2,3803,6.14,6.09,3.68,1
0.9,60.1,3804,6.28,6.24,3.76,1
0.9,62.1,3804,6.25,6.19,3.86,1
0.74,61.1,3804,5.84,5.91,3.59,2
0.74,62.1,3804,5.82,5.8,3.61,1
1.11,62.5,3804,6.54,6.49,4.07,1
0.9,61.3,3805,6.24,6.2,3.81,2
0.9,62.7,3805,6.18,6.22,3.89,1
1.08,62.7,3805,6.57,6.53,4.11,2
0.9,62.3,3806,6.05,6.27,3.84,2
0.9,61,3806,6.14,6.18,3.76,2
0.9,63.8,3806,6.09,6.13,3.9,2
0.79,61,3806,6.01,6.03,3.67,3
0.9,65.7,3806,6.02,5.97,3.94,1
1.03,62.4,3807,6.43,6.38,4,3
0.61,62.5,3807,5.36,5.29,3.33,3
0.71,63,3808,5.66,5.7,3.58,1
1,61.8,3808,6.44,6.4,3.97,1
0.9,62.6,3808,6.13,6.2,3.86,1
1,58.5,3808,6.56,6.54,3.83,2
0.96,60.6,3808,6.47,6.4,3.9,2
0.84,59.2,3809,6.18,6.21,3.67,2
1.04,63.5,3810,6.37,6.42,4.06,3
0.82,61.7,3810,6.01,6.06,3.72,3
0.9,61.6,3810,6.14,6.1,3.77,2
1.08,63.2,3810,6.57,6.4,4.1,3
0.9,62.8,3810,6.17,6.13,3.86,2
0.9,61.2,3810,6.21,6.14,3.78,2
0.9,63,3810,6.14,6.05,3.84,2
1,60.9,3811,6.43,6.47,3.93,2
0.78,61.9,3811,5.89,5.91,3.65,2
1.02,63.3,3811,6.28,6.32,3.99,3
0.91,62.2,3812,6.14,6.17,3.83,3
0.91,62.4,3812,6.18,6.22,3.87,3
0.74,61.3,3812,5.8,5.84,3.57,2
0.53,62.2,3812,5.17,5.19,3.22,2
0.93,60.8,3812,6.3,6.24,3.81,2
0.9,62.1,3812,6.2,6.14,3.83,2
0.9,62.4,3812,6.13,6.04,3.8,2
0.9,60.4,3812,6.24,6.22,3.76,2
0.93,63.8,3812,6.21,6.15,3.94,2
0.8,60.5,3813,6,6.03,3.64,3
0.74,61.7,3813,5.79,5.85,3.59,2
0.73,57.4,3813,5.99,5.95,3.43,1
1.05,62.2,3816,6.44,6.51,4.03,1
1.18,61.5,3816,6.73,6.88,4.19,2
0.93,61.8,3816,6.23,6.27,3.86,2
0.84,62.9,3816,5.93,6.02,3.76,2
1.05,65.4,3816,6.3,6.24,4.1,2
0.72,61.2,3816,5.78,5.81,3.55,3
0.9,64.1,3816,6.04,6.08,3.88,1
0.9,62.2,3816,6.08,6.1,3.78,1
1.01,58.7,3816,6.52,6.56,3.84,1
1.01,59.8,3816,6.42,6.48,3.86,1
0.91,62.2,3816,6.17,6.12,3.82,1
0.91,64.7,3816,6.1,6.07,3.94,2
0.75,60.4,3817,5.9,5.96,3.58,1
0.92,61.5,3817,6.19,6.26,3.83,1
0.79,61.3,3818,5.95,6,3.66,2
0.9,63.2,3818,6.08,6.1,3.85,2
0.3,63.2,574,4.24,4.21,2.67,2
0.3,63,574,4.26,4.25,2.68,2
0.3,61.8,574,4.32,4.29,2.66,2
0.3,61.2,574,4.31,4.28,2.63,2
0.3,62.7,574,4.27,4.22,2.66,1
0.34,61.7,574,4.47,4.41,2.74,3
0.34,63.7,574,4.48,4.43,2.84,2
0.34,61.3,574,4.49,4.45,2.74,2
0.34,61.8,574,4.51,4.46,2.77,2
0.34,60.2,574,4.55,4.52,2.73,2
0.34,59.2,574,4.58,4.57,2.71,2
0.34,62.7,574,4.43,4.4,2.77,2
0.34,62.8,574,4.47,4.45,2.8,1
0.34,63.5,574,4.48,4.44,2.83,3
0.34,60,574,4.55,4.51,2.72,3
0.34,60.1,574,4.55,4.54,2.73,3
0.3,58.8,574,4.39,4.35,2.57,1
0.3,60.1,574,4.37,4.35,2.62,1
0.3,62.8,574,4.32,4.28,2.7,1
0.3,59.5,574,4.32,4.29,2.56,1
0.3,61,574,4.34,4.31,2.64,1
0.3,62.9,574,4.28,4.24,2.68,1
0.3,60.9,574,4.32,4.29,2.62,2
0.3,62.3,574,4.32,4.29,2.68,2
0.3,61.1,574,4.35,4.32,2.65,2
0.3,60.2,574,4.35,4.32,2.61,2
0.3,62.1,574,4.33,4.3,2.68,2
0.3,62.4,574,4.31,4.28,2.68,2
0.3,61.4,574,4.31,4.26,2.63,2
0.3,63.3,574,4.3,4.26,2.71,2
1.01,62.9,3818,6.4,6.35,4.01,3
1.01,62.6,3818,6.43,6.38,4.01,2
1.01,62.6,3818,6.43,6.38,4.01,2
1.01,63.1,3818,6.39,6.35,4.02,2
0.95,62.9,3818,6.24,6.19,3.91,2
1.01,61.7,3818,6.4,6.34,3.93,2
1,63.7,3819,6.27,6.32,4.01,1
1,64.8,3819,6.35,6.28,4.09,2
1,59.8,3819,6.5,6.48,3.88,2
1,63.9,3819,6.32,6.26,4.02,2
0.9,62.6,3820,6.14,6.17,3.86,2
0.9,62.8,3820,6.11,6.15,3.85,1
1.52,61.7,3820,7.43,7.34,4.56,1
0.76,61.9,3820,5.88,5.84,3.63,3
0.85,61.9,3821,6.07,6.14,3.78,2
1.02,62.3,3822,6.41,6.38,4,1
0.75,62.4,3822,5.88,5.75,3.63,3
1.05,62.7,3822,6.58,6.49,4.09,3
1.05,63,3822,6.47,6.42,4.06,2
1.05,63.9,3822,6.44,6.37,4.09,2
0.91,62.5,3822,6.21,6.15,3.86,3
1.05,60.4,3822,6.6,6.58,3.98,2
1.01,63.2,3823,6.29,6.33,3.99,3
1.01,62.6,3823,6.34,6.43,4,2
0.92,63.3,3823,6.18,6.12,3.89,2
1.06,62,3823,6.53,6.45,4.04,3
1.03,63,3824,6.39,6.35,4.01,1
1.14,61.7,3824,6.7,6.67,4.13,3
0.94,60.4,3825,6.34,6.37,3.84,1
1.08,62.7,3825,6.63,6.57,4.14,1
0.91,60.2,3826,6.31,6.34,3.81,3
1.01,63,3827,6.28,6.35,3.98,3
0.79,62.2,3827,5.9,5.97,3.69,1
0.79,62.2,3827,5.95,6.01,3.72,1
0.53,59.8,3827,5.22,5.28,3.14,2
0.77,61,3827,5.92,5.94,3.62,1
1.05,60.1,3828,6.58,6.66,3.98,1
0.91,59.3,3828,6.28,6.33,3.74,2
0.86,61.8,3828,6.1,6.13,3.78,1
0.93,59.5,3828,6.37,6.33,3.78,3
0.77,62.8,3829,5.84,5.78,3.65,1
0.91,63,3830,6.14,6.2,3.89,1
1.14,62.2,3830,6.72,6.64,4.16,2
0.9,63.2,3830,6.15,6.12,3.88,1
0.7,62.4,3830,5.63,5.71,3.54,3
0.9,63.4,3830,6.14,6.1,3.88,3
1,55.2,3830,6.69,6.64,3.68,2
1.2,60.9,3830,6.91,6.81,4.18,2
0.9,61.7,3830,6.18,6.11,3.79,1
1,62.6,3830,6.4,6.34,3.99,2
0.95,59.7,3830,6.35,6.27,3.77,1
1.06,62.6,3831,6.47,6.51,4.06,3
0.8,63.2,3831,5.88,5.93,3.73,1
0.74,60.7,3831,5.9,5.88,3.58,1
0.71,62.5,3831,5.67,5.62,3.53,1
1.04,62.1,3832,6.5,6.52,4.04,2
1.01,62,3832,6.43,6.47,4,2
0.63,61.2,3832,5.55,5.6,3.41,2
0.76,60.6,3833,5.85,5.94,3.57,1
1.01,61.4,3833,6.42,6.45,3.95,2
1,68.2,3833,6.02,5.94,4.08,1
1.17,59.2,3833,6.91,6.84,4.07,2
1,68.9,3833,6.16,6.11,4.23,1
1.23,61.9,3835,6.79,6.85,4.22,2
1,62,3835,6.36,6.45,3.97,3
1,65.2,3836,6.21,6.27,4.07,2
0.91,63.9,3837,6.06,6.09,3.88,2
0.77,61.1,3837,5.93,5.96,3.63,2
0.83,62.3,3837,5.98,6.02,3.74,1
0.91,66.8,3837,5.95,5.97,3.98,3
1.01,65.2,3837,6.33,6.24,4.1,3
1.01,59.2,3837,6.5,6.47,0,3
0.93,59.3,3838,6.33,6.39,3.77,2
1.02,62.8,3838,6.36,6.32,3.98,1
0.71,61,3838,5.76,5.81,3.53,2
1.02,65.3,3838,6.28,6.22,4.08,1
1.12,64.3,3838,6.59,6.56,4.23,2
1.12,61,3838,6.7,6.64,4.07,1
1.02,61.4,3838,6.47,6.42,3.96,2
0.9,63,3838,6.09,6,3.81,2
0.81,62.8,3839,5.9,5.95,3.72,1
1.02,57.5,3839,6.6,6.62,3.8,2
0.93,64.5,3839,6.11,6.14,3.95,2
0.7,62.3,3840,5.64,5.68,3.53,2
0.9,61.3,3841,6.14,6.17,3.77,1
0.9,62,3841,6.14,6.18,3.82,1
0.9,62.7,3841,6.1,6.14,3.84,1
0.9,62.6,3841,6.16,6.23,3.88,1
0.9,59,3841,6.29,6.25,3.7,1
0.83,61.6,3841,6.04,6.07,3.73,3
0.9,59.8,3842,6.32,6.28,3.77,1
0.9,62.8,3842,6.11,6.15,3.85,3
0.74,61.4,3842,5.83,5.86,3.59,3
1.06,58.7,3842,6.65,6.71,3.92,2
1.02,58.9,3842,6.59,6.54,3.87,2
0.91,61.5,3842,6.24,6.19,3.82,1
0.92,60.3,3843,6.29,6.38,3.82,2
0.9,62.6,3844,6.09,6.15,3.83,2
1.04,57.4,3844,6.76,6.72,3.87,3
0.91,60.8,3844,6.28,6.22,3.81,1
0.93,62,3844,6.32,6.29,3.91,2
0.74,61.7,3845,5.79,5.87,3.6,3
0.91,59.1,3845,6.36,6.3,3.74,3
0.91,60.8,3845,6.28,6.25,3.81,3
1.11,63.6,3846,6.48,6.57,4.15,3
0.83,63.4,3846,5.96,5.99,3.79,2
0.91,61.6,3846,6.14,6.1,3.77,1
1.01,61.7,3846,6.46,6.41,3.97,3
1.08,63.4,3847,6.53,6.5,4.13,3
0.9,64.6,3847,6.04,6.01,3.89,2
1.06,61.5,3847,6.59,6.55,4.04,2
0.91,62.7,3848,6.17,6.21,3.88,2
0.91,62.3,3848,6.14,6.22,3.85,2
0.91,63.8,3848,6.04,6.09,3.87,2
0.9,63.6,3848,6.08,6.12,3.88,3
1.08,61.9,3849,6.58,6.61,4.08,2
0.72,61.9,3849,5.72,5.75,3.55,1
1,63.8,3850,6.28,6.32,4.02,2
1,63.4,3850,6.29,6.33,4,2
1,60.2,3850,6.44,6.48,3.89,2
1,61.2,3850,6.38,6.42,3.92,2
0.6,62.3,3850,5.38,5.4,3.36,2
0.9,62.9,3850,6.06,6.02,3.8,1
1.01,61.9,3852,6.43,6.46,3.99,1
1.01,63.7,3852,6.31,6.35,4.03,1
1.01,62.8,3852,6.3,6.34,3.97,1
1.01,63.4,3852,6.32,6.37,4.02,1
0.81,62,3852,5.97,6,3.71,2
1.01,58.8,3853,6.57,6.63,3.88,3
0.91,63.1,3853,6.16,6.13,3.88,2
0.91,59.6,3853,6.29,6.25,3.74,2
1,61.7,3853,6.42,6.35,3.94,3
0.92,62.1,3854,6.21,6.26,3.87,3
0.92,61.8,3854,6.19,6.23,3.84,3
0.9,61.7,3854,6.19,6.22,3.83,3
1.11,59.3,3854,6.8,6.76,4.02,2
0.91,60.6,3854,6.3,6.26,3.81,2
0.92,60.5,3854,6.3,6.29,3.81,2
0.91,58.2,3855,6.36,6.4,3.71,2
0.91,64.4,3855,6.08,6.04,3.9,2
0.73,62.2,3856,5.72,5.75,3.57,2
0.71,61.3,3856,5.7,5.81,3.53,2
0.93,62.5,3856,6.23,6.29,3.91,2
1.01,64.7,3856,6.14,6.23,4,1
1.02,61.2,3856,6.51,6.46,3.97,2
1.02,63,3856,6.44,6.39,4.04,3
1.02,62.8,3856,6.46,6.43,4.05,3
1.02,61.8,3856,6.5,6.44,4,3
1.02,62,3856,6.45,6.42,3.99,2
1.02,63.6,3856,6.4,6.37,4.06,2
1.02,60.7,3856,6.57,6.54,3.98,2
0.9,60.4,3856,6.24,6.21,3.76,1
0.9,61.6,3856,6.26,6.18,3.83,1
1.01,59.4,3857,6.49,6.51,3.86,1
1.02,62.5,3857,6.37,6.43,4,3
1,63.5,3858,6.37,6.32,4.03,3
1,60.2,3858,6.53,6.45,3.91,3
1,56.7,3858,6.62,6.58,3.74,3
0.74,61.8,3858,5.79,5.82,3.59,2
1,62.6,3858,6.39,6.35,3.99,2
1,61.7,3858,6.36,6.32,3.91,3
0.96,61.7,3858,6.35,6.3,3.9,1
1,59.8,3858,6.58,6.43,3.9,3
1,59.3,3858,6.49,6.43,3.83,3
1,60.4,3858,6.47,6.44,3.9,3
1,59.4,3858,6.36,6.29,3.76,3
0.9,63.9,3859,5.97,6.01,3.83,1
0.8,61.2,3860,5.98,6.01,3.67,3
1,59.7,3860,6.43,6.5,3.86,1
1.04,62.1,3861,6.46,6.52,4.03,2
1.08,64.9,3861,6.43,6.39,4.16,1
1.04,62.2,3861,6.57,6.49,4.06,1
1.14,60.4,3861,6.8,6.74,4.09,3
0.79,62.2,3861,5.97,5.9,3.69,1
